#{"t_start": 1633894550.7794335, "env_id": null}
r,l,t
-12.99,300,7644.396418
-12.99,300,7645.663169
-12.99,300,7646.922412
-12.99,300,7648.172325
-12.99,300,7649.401133
-12.99,300,7650.629706
-12.99,300,7651.900746
-12.99,300,7653.163611
-12.99,300,7654.422982
-12.99,300,7655.675139
-12.99,300,7660.986922
8.3,171,7662.150578
-12.99,300,7662.930511
-12.99,300,7664.154714
7.4,261,7665.353942
7.36,265,7666.42083
-12.99,300,7667.523938
-12.99,300,7668.752411
-12.99,300,7669.981084
8.51,150,7671.122416
8.45,156,7671.737975
-12.99,300,7672.464861
-12.99,300,7673.69104
-12.99,300,7674.917655
-12.99,300,7676.142019
-12.99,300,7677.392979
-12.99,300,7678.636735
8.06,195,7679.803513
-12.99,300,7680.666079
-12.99,300,7681.899713
-12.99,300,7683.121365
-12.99,300,7684.344061
7.82,219,7685.51378
-12.99,300,7686.470744
7.25,276,7687.676208
-12.99,300,7688.818568
-12.99,300,7690.042926
7.39,262,7691.242083
-12.99,300,7692.331928
-12.99,300,7693.560857
-12.99,300,7694.782066
-12.99,300,7696.010322
-12.99,300,7697.230824
8.59,142,7698.361712
-12.99,300,7699.033189
-12.99,300,7700.280724
-12.99,300,7701.50947
7.07,294,7706.598023
-12.99,300,7707.807419
-12.99,300,7709.026786
9.43,58,7710.111728
-12.99,300,7710.490205
-12.99,300,7711.715387
8.42,159,7712.861762
-12.99,300,7713.59413
-12.99,300,7714.821572
-12.99,300,7716.048702
-12.99,300,7717.281234
-12.99,300,7718.509918
-12.99,300,7719.733771
8.43,158,7720.876254
7.12,289,7721.59863
-12.99,300,7722.788127
-12.99,300,7724.014746
-12.99,300,7725.24531
8.76,125,7726.368589
-12.99,300,7726.984374
-12.99,300,7728.218147
9.09,92,7729.326316
8.54,147,7729.735938
7.73,228,7730.388807
-12.99,300,7731.381557
-12.99,300,7732.626731
-12.99,300,7733.873966
-12.99,300,7735.115692
-12.99,300,7736.366227
8.41,160,7737.525106
8.96,105,7738.154654
-12.99,300,7738.708947
-12.99,300,7739.952436
-22.92,293,7741.191385
-12.99,300,7742.410077
-12.99,300,7743.653136
-12.99,300,7744.912825
-12.99,300,7746.1757
7.93,208,7751.358128
-12.99,300,7752.286532
-12.99,300,7753.554722
-12.99,300,7754.813064
-12.99,300,7756.039538
8.64,137,7757.165949
-12.99,300,7757.824558
-12.99,300,7759.046121
-12.99,300,7760.270293
-12.99,300,7761.49371
-12.99,300,7762.717733
-12.99,300,7763.943252
-12.99,300,7765.167424
8.8,121,7766.285331
9.43,58,7766.740495
7.78,223,7767.073753
-12.99,300,7768.026985
-12.99,300,7769.253623
-12.99,300,7770.482419
-12.99,300,7771.713641
-12.99,300,7772.94081
-12.99,300,7774.177028
-12.99,300,7775.42417
-12.99,300,7776.665657
8.23,178,7777.835833
-12.99,300,7778.644566
-12.99,300,7779.888181
-12.99,300,7781.133257
7.39,262,7782.352924
-12.99,300,7783.465802
-12.99,300,7784.713531
-12.99,300,7785.955769
-12.99,300,7787.205254
-12.99,300,7788.447347
9.09,92,7789.566613
-12.99,300,7790.073331
8.37,164,7791.238988
-12.99,300,7796.043958
7.72,229,7797.247547
-12.99,300,7798.247589
-12.99,300,7799.473716
7.42,259,7800.674715
7.08,293,7801.749504
-12.99,300,7802.947512
-12.99,300,7804.17559
-12.99,300,7805.400649
7.02,299,7806.623184
-12.99,300,7807.858997
-12.99,300,7809.105142
-12.99,300,7810.362085
-12.99,300,7811.609766
-12.99,300,7812.836476
-12.99,300,7814.059586
8.32,169,7815.206455
-12.99,300,7815.970781
8.64,137,7817.097582
-12.99,300,7817.755077
-12.99,300,7818.978706
-12.99,300,7820.207698
-12.99,300,7821.434162
8.58,143,7822.565067
-12.99,300,7823.240355
7.32,269,7824.442356
8.6,141,7825.464136
7.3,271,7826.120391
8.76,125,7827.142296
-12.99,300,7827.751426
-12.99,300,7828.973289
-12.99,300,7830.217641
-12.99,300,7831.47403
-12.99,300,7832.73418
-12.99,300,7833.981213
-12.99,300,7835.199969
-12.99,300,7836.421766
-12.99,300,7841.561974
-12.99,300,7842.782352
-12.99,300,7844.00437
-12.99,300,7845.236943
7.82,219,7846.430977
-12.99,300,7847.39202
-12.99,300,7848.648901
7.71,230,7849.85098
-12.99,300,7850.833478
7.83,218,7852.004508
-12.99,300,7852.941399
8.6,141,7854.071256
-12.99,300,7854.739614
-12.99,300,7855.961433
-12.99,300,7857.192055
-12.99,300,7858.440643
-12.99,300,7859.700162
7.51,250,7860.930431
8.91,110,7861.899189
-12.99,300,7862.473822
-12.99,300,7863.72164
7.81,220,7864.901747
8.79,122,7865.74678
8.85,116,7866.243056
8.22,179,7866.753727
-12.99,300,7867.553918
7.33,268,7868.759198
9.06,95,7869.751368
7.43,258,7870.233691
-12.99,300,7871.314675
-12.99,300,7872.540167
-12.99,300,7873.7687
-12.99,300,7874.99451
8.24,177,7876.179011
-12.99,300,7876.997652
-12.99,300,7878.263239
-12.99,300,7879.5297
-12.99,300,7880.792968
-12.99,300,7882.062993
-12.99,300,7887.207491
8.59,142,7888.335836
-12.99,300,7889.009043
-12.99,300,7890.23064
-12.99,300,7891.458807
7.43,258,7892.673692
-12.99,300,7893.769617
-12.99,300,7895.024186
-12.99,300,7896.283541
-12.99,300,7897.546182
9.01,100,7898.68665
-12.99,300,7899.247607
-12.99,300,7900.510449
-12.99,300,7901.770513
-12.99,300,7903.028817
7.42,259,7904.269764
-12.99,300,7905.377965
8.39,162,7906.552944
-12.99,300,7907.314809
-12.99,300,7908.573198
-12.99,300,7909.834029
8.65,136,7910.99276
-12.99,300,7911.662121
-12.99,300,7912.922767
-12.99,300,7914.181217
-12.99,300,7915.440703
-12.99,300,7916.676106
-12.99,300,7917.925059
-12.99,300,7919.155931
8.56,145,7920.303042
-12.99,300,7921.001659
-12.99,300,7922.243746
8.99,102,7923.372375
7.21,280,7923.903083
-12.99,300,7925.084539
-12.99,300,7926.338263
-12.99,300,7927.593465
-12.99,300,7932.912534
-12.99,300,7934.177118
-12.99,300,7935.443362
7.01,300,7936.751953
-12.99,300,7938.013303
-12.99,300,7939.277711
7.77,224,7940.510644
-12.99,300,7941.521177
-12.99,300,7942.769886
7.34,267,7944.000682
-12.99,300,7945.134011
-12.99,300,7946.361227
-12.99,300,7947.589415
-12.99,300,7948.812159
-12.99,300,7950.040254
-12.99,300,7951.26926
-12.99,300,7952.513652
8.33,168,7953.690992
8.35,166,7954.39956
8.41,160,7955.093557
-12.99,300,7955.851155
-12.99,300,7957.109151
-12.99,300,7958.373269
7.57,244,7959.602522
-12.99,300,7960.661424
7.98,203,7961.840393
-12.99,300,7962.730935
-12.99,300,7963.961568
-12.99,300,7965.187845
-12.99,300,7966.412326
8.07,194,7967.578446
-12.99,300,7968.432667
-12.99,300,7969.657961
7.88,213,7970.832738
9.34,67,7971.618884
-12.99,300,7972.03247
8.27,174,7973.183982
-12.99,300,7977.925295
9.09,92,7979.026798
-12.99,300,7979.51981
-12.99,300,7980.739625
8.35,166,7981.880273
8.22,179,7982.565622
-12.99,300,7983.362155
-12.99,300,7984.587988
8.19,182,7985.743294
-12.99,300,7986.555197
-12.99,300,7987.7779
-12.99,300,7989.001312
-12.99,300,7990.224956
-12.99,300,7991.450074
-12.99,300,7992.673847
-12.99,300,7993.906695
-12.99,300,7995.170419
-12.99,300,7996.396818
-12.99,300,7997.621697
7.46,255,7998.814417
-12.99,300,7999.878804
-12.99,300,8001.097722
-12.99,300,8002.316363
-12.99,300,8003.534201
8.4,161,8004.675062
-12.99,300,8005.411696
-12.99,300,8006.638974
-12.99,300,8007.865467
-12.99,300,8009.099848
-12.99,300,8010.327828
-12.99,300,8011.550018
8.26,175,8012.699098
-12.99,300,8013.486598
7.86,215,8014.690169
-12.99,300,8015.647653
-12.99,300,8016.906278
9.13,88,8018.037985
-12.99,300,8022.531236
-12.99,300,8023.794157
-12.99,300,8025.052578
8.63,138,8026.215251
-12.99,300,8026.891433
-12.99,300,8028.155715
-12.99,300,8029.413201
8.53,148,8030.579224
-12.99,300,8031.292348
8.63,138,8032.451346
8.53,148,8033.034621
-12.99,300,8033.748832
-12.99,300,8035.012461
-12.99,300,8036.27235
-12.99,300,8037.538909
-12.99,300,8038.797635
-12.99,300,8040.058282
-12.99,300,8041.317494
-12.99,300,8042.575234
-12.99,300,8043.834069
7.86,215,8045.042841
7.03,298,8045.994407
-12.99,300,8047.249689
-12.99,300,8048.510298
-12.99,300,8049.772473
-12.99,300,8051.033186
8.81,120,8052.1876
-12.99,300,8052.801677
-12.99,300,8054.064093
-12.99,300,8055.328402
9.1,91,8056.467263
-12.99,300,8056.973389
-12.99,300,8058.237151
-12.99,300,8059.494179
-12.99,300,8060.757215
9.33,68,8061.876213
7.93,208,8062.246091
-12.99,300,8063.182095
7.11,290,8064.449932
-12.99,300,8070.003614
8.96,105,8071.147904
-12.99,300,8071.701685
-12.99,300,8072.965645
-12.99,300,8074.226461
-12.99,300,8075.489977
-12.99,300,8076.763543
7.12,289,8078.015646
-12.99,300,8079.228891
-12.99,300,8080.473017
-22.85,286,8081.687804
-12.99,300,8082.863535
-12.99,300,8084.091172
-12.99,300,8085.316523
-12.99,300,8086.542783
-12.99,300,8087.768131
9.03,98,8088.876306
-12.99,300,8089.395277
-12.99,300,8090.615361
8.09,192,8091.775365
-12.99,300,8092.622246
-12.99,300,8093.848767
-12.99,300,8095.06474
8.24,177,8096.217526
-12.99,300,8097.010754
-12.99,300,8098.233464
7.31,270,8099.441472
-12.99,300,8100.56322
9.15,86,8101.663665
-12.99,300,8102.142909
-12.99,300,8103.394532
-12.99,300,8104.629612
-12.99,300,8105.851557
-12.99,300,8107.082503
9.14,87,8108.185844
7.66,235,8108.628501
-12.99,300,8109.635513
-12.99,300,8115.085769
-12.99,300,8116.315642
-12.99,300,8117.545974
-12.99,300,8118.776932
-12.99,300,8120.026395
8.99,102,8121.173751
7.59,242,8121.693441
-12.99,300,8122.751696
8.24,177,8123.941374
-12.99,300,8124.755656
-12.99,300,8126.017215
-12.99,300,8127.256097
-12.99,300,8128.474135
8.24,177,8129.622511
-12.99,300,8130.412973
-12.99,300,8131.631733
-12.99,300,8132.851293
7.5,251,8134.042021
-12.99,300,8135.091122
-12.99,300,8136.311856
8.66,135,8137.440376
-12.99,300,8138.09096
-12.99,300,8139.312387
-12.99,300,8140.531169
-12.99,300,8141.75078
-12.99,300,8142.972224
-12.99,300,8144.193735
8.78,123,8145.309278
-12.99,300,8145.917464
8.08,193,8147.075016
-12.99,300,8147.921165
8.37,164,8149.063358
-12.99,300,8149.816596
-12.99,300,8151.058776
-12.99,300,8152.302226
9.04,97,8153.428923
-12.99,300,8153.956924
-12.99,300,8155.217428
-12.99,300,8160.76618
-12.99,300,8162.000687
-12.99,300,8163.220153
-12.99,300,8164.439704
-12.99,300,8165.662781
-12.99,300,8166.883655
-12.99,300,8168.108518
7.36,265,8169.32672
8.08,193,8170.397362
-12.99,300,8171.273657
-12.99,300,8172.527083
-12.99,300,8173.760591
-12.99,300,8174.991098
-12.99,300,8176.223159
-12.99,300,8177.474961
-12.99,300,8178.721043
-12.99,300,8179.967497
8.29,172,8181.13852
-12.99,300,8181.927161
-12.99,300,8183.172044
-12.99,300,8184.416228
-12.99,300,8185.669333
-12.99,300,8186.930084
8.06,195,8188.128059
-12.99,300,8189.012126
-12.99,300,8190.279193
-12.99,300,8191.532496
7.29,272,8192.751597
-12.99,300,8193.885852
-12.99,300,8195.117079
-12.99,300,8196.364556
-12.99,300,8197.616038
-12.99,300,8198.858741
-12.99,300,8200.100757
-12.99,300,8205.706431
-12.99,300,8206.959363
9.17,84,8208.087205
-12.99,300,8208.565626
-12.99,300,8209.825409
-12.99,300,8211.09337
-12.99,300,8212.346859
-12.99,300,8213.604515
-12.99,300,8214.864059
-12.99,300,8216.128994
-12.99,300,8217.387868
-12.99,300,8218.646546
-12.99,300,8219.907549
-12.99,300,8221.167084
-12.99,300,8222.424493
-12.99,300,8223.680134
-12.99,300,8224.913193
-12.99,300,8226.13689
9.05,96,8227.239936
7.86,215,8227.703698
-12.99,300,8228.652897
-12.99,300,8229.885218
-12.99,300,8231.117293
8.4,161,8232.261709
-12.99,300,8233.001004
-12.99,300,8234.228206
-12.99,300,8235.455106
-12.99,300,8236.74852
-12.99,300,8237.973427
-12.99,300,8239.20209
-12.99,300,8240.433085
-12.99,300,8241.680278
-12.99,300,8242.906937
9.08,93,8244.013896
-12.99,300,8244.513395
7.61,240,8245.70239
-12.99,300,8246.72818
-12.99,300,8252.299594
-12.99,300,8253.549209
-12.99,300,8254.81152
-12.99,300,8256.080054
-12.99,300,8257.338977
-12.99,300,8258.593814
8.56,145,8259.758059
-12.99,300,8260.457071
-12.99,300,8261.71746
9.04,97,8262.855484
-12.99,300,8263.385941
8.96,105,8264.511165
-12.99,300,8265.056702
-12.99,300,8266.284848
-12.99,300,8267.538967
-12.99,300,8268.758152
-12.99,300,8269.975953
-12.99,300,8271.196651
9.0,101,8272.304199
-12.99,300,8272.835374
-12.99,300,8274.059308
-12.99,300,8275.298881
-12.99,300,8276.542349
-12.99,300,8277.795619
-12.99,300,8279.01748
-12.99,300,8280.243357
-12.99,300,8281.467319
8.23,178,8282.619133
-12.99,300,8283.421941
-12.99,300,8284.654183
-12.99,300,8285.88286
-12.99,300,8287.111444
-12.99,300,8288.336486
-12.99,300,8289.57327
9.04,97,8290.682391
-12.99,300,8291.196447
-12.99,300,8292.419884
-12.99,300,8297.88693
-12.99,300,8299.130121
-12.99,300,8300.387464
-12.99,300,8301.653443
-12.99,300,8302.915012
-12.99,300,8304.183129
-12.99,300,8305.450612
-12.99,300,8306.720664
-12.99,300,8307.962524
-12.99,300,8309.199493
-12.99,300,8310.429905
-12.99,300,8311.6596
8.2,181,8312.820044
-12.99,300,8313.638362
-12.99,300,8314.888625
-12.99,300,8316.132059
8.87,114,8317.262723
-12.99,300,8317.847263
8.91,110,8318.980168
-12.99,300,8319.551345
7.23,278,8320.794268
-12.99,300,8321.97225
-12.99,300,8323.231093
9.09,92,8324.363194
-12.99,300,8324.873841
-12.99,300,8326.132518
-12.99,300,8327.397839
-12.99,300,8328.654425
-12.99,300,8329.903731
-12.99,300,8331.151197
-12.99,300,8332.383016
-12.99,300,8333.611491
7.9,211,8334.781804
8.18,183,8335.629917
-12.99,300,8336.441846
-12.99,300,8337.671331
8.5,151,8343.109517
7.15,286,8343.80345
7.87,214,8344.952162
-12.99,300,8345.890343
-12.99,300,8347.132771
-12.99,300,8348.374718
-12.99,300,8349.624732
-12.99,300,8350.878404
-12.99,300,8352.135508
-12.99,300,8353.39486
-12.99,300,8354.655003
-12.99,300,8355.914458
-12.99,300,8357.182703
7.58,243,8358.393592
-12.99,300,8359.422877
-12.99,300,8360.653018
-12.99,300,8361.882672
-12.99,300,8363.110404
-12.99,300,8364.338087
8.59,142,8365.464393
-12.99,300,8366.13417
-12.99,300,8367.356507
8.93,108,8368.463909
-12.99,300,8369.015006
-12.99,300,8370.232122
-12.99,300,8371.453987
-12.99,300,8372.674849
-12.99,300,8373.900703
7.95,206,8375.071852
7.2,281,8375.953812
7.27,274,8377.09268
-12.99,300,8378.221616
-12.99,300,8379.442852
-12.99,300,8380.663875
-12.99,300,8381.880846
-12.99,300,8383.10381
-12.99,300,8388.694301
-12.99,300,8389.935818
-12.99,300,8391.180217
-12.99,300,8392.424973
-12.99,300,8393.67411
-12.99,300,8394.915708
-12.99,300,8396.166677
7.95,206,8397.354473
-12.99,300,8398.265339
-12.99,300,8399.510878
-12.99,300,8400.76798
-12.99,300,8402.032953
-12.99,300,8403.275109
-12.99,300,8404.503886
-12.99,300,8405.729488
-12.99,300,8406.951715
8.53,148,8408.080308
-12.99,300,8408.771696
9.09,92,8409.870658
7.65,236,8410.331497
-12.99,300,8411.33887
-12.99,300,8412.56425
-12.99,300,8413.79158
7.39,262,8414.992822
7.32,269,8416.067386
-12.99,300,8417.186872
-12.99,300,8418.418874
7.08,293,8419.645733
-12.99,300,8420.8526
-12.99,300,8422.084572
-12.99,300,8423.310736
-12.99,300,8424.53507
-12.99,300,8425.75958
-12.99,300,8426.98534
-12.99,300,8428.210788
-12.99,300,8433.704406
7.45,256,8434.935266
-12.99,300,8436.033101
-12.99,300,8437.29418
-12.99,300,8438.551877
-12.99,300,8439.811587
-12.99,300,8441.072675
-12.99,300,8442.332357
-12.99,300,8443.590226
7.56,245,8444.818098
-12.99,300,8445.880433
-12.99,300,8447.141933
-12.99,300,8448.407525
8.82,119,8449.558296
-12.99,300,8450.166443
-12.99,300,8451.428023
7.16,285,8452.684113
7.6,241,8453.851653
-12.99,300,8454.902984
-12.99,300,8456.156896
-12.99,300,8457.392325
-12.99,300,8458.62231
-12.99,300,8459.851766
-12.99,300,8461.081334
-12.99,300,8462.307094
-12.99,300,8463.530046
-12.99,300,8464.752165
-12.99,300,8465.984188
-12.99,300,8467.213337
-12.99,300,8468.437211
-12.99,300,8469.659296
-12.99,300,8470.884302
-12.99,300,8472.109285
-12.99,300,8473.336569
-12.99,300,8474.566817
-12.99,300,8480.073669
-12.99,300,8481.298941
-12.99,300,8482.527968
-12.99,300,8483.751231
-12.99,300,8484.978196
-12.99,300,8486.203298
-12.99,300,8487.427908
8.66,135,8488.554712
-12.99,300,8489.201689
-12.99,300,8490.42933
-12.99,300,8491.65534
-12.99,300,8492.881585
-12.99,300,8494.109708
7.79,222,8495.29238
-12.99,300,8496.244607
-12.99,300,8497.478604
-12.99,300,8498.705769
-12.99,300,8499.934487
-12.99,300,8501.159824
-12.99,300,8502.386266
-12.99,300,8503.617415
-12.99,300,8504.845506
-12.99,300,8506.094524
-12.99,300,8507.349878
-12.99,300,8508.611909
-12.99,300,8509.877966
-12.99,300,8511.130563
-12.99,300,8512.35626
-12.99,300,8513.584048
-12.99,300,8514.808596
-12.99,300,8516.03174
-12.99,300,8517.250526
7.08,293,8518.482084
-12.99,300,8519.701908
-12.99,300,8525.177276
-12.99,300,8526.443475
8.29,172,8527.625805
-12.99,300,8528.425808
-12.99,300,8529.684042
-12.99,300,8530.943789
-12.99,300,8532.209217
-12.99,300,8533.441046
-12.99,300,8534.66537
7.73,228,8535.915234
-12.99,300,8536.918256
-12.99,300,8538.151628
-12.99,300,8539.409703
8.56,145,8540.551492
-12.99,300,8541.240761
-12.99,300,8542.470233
7.35,266,8543.68096
9.29,72,8544.660377
7.96,205,8545.042022
-12.99,300,8545.964671
-12.99,300,8547.231189
-12.99,300,8548.484627
-12.99,300,8549.716151
-12.99,300,8550.940141
-12.99,300,8552.16705
-12.99,300,8553.389045
-12.99,300,8554.615149
7.35,266,8555.819341
-12.99,300,8556.928715
-12.99,300,8558.154971
-12.99,300,8559.38335
-12.99,300,8560.60603
-12.99,300,8561.831182
-12.99,300,8563.058612
-12.99,300,8564.287042
-12.99,300,8565.510575
-12.99,300,8571.22744
-12.99,300,8572.493292
-12.99,300,8573.756956
-12.99,300,8575.022416
-12.99,300,8576.288606
-12.99,300,8577.555485
-12.99,300,8578.820608
-12.99,300,8580.085543
-12.99,300,8581.343552
-12.99,300,8582.563951
-12.99,300,8583.783018
-12.99,300,8585.008504
-12.99,300,8586.235193
9.27,74,8587.330943
-12.99,300,8587.764344
7.35,266,8588.97181
-12.99,300,8590.07496
-12.99,300,8591.29111
-12.99,300,8592.508575
-12.99,300,8593.74033
-12.99,300,8594.977325
-12.99,300,8596.207909
8.73,128,8597.334704
-12.99,300,8597.95752
-12.99,300,8599.188502
-12.99,300,8600.4359
-12.99,300,8601.679958
-12.99,300,8602.923754
-12.99,300,8604.168784
-12.99,300,8605.426938
-12.99,300,8606.691097
-12.99,300,8607.9513
-12.99,300,8609.213902
-12.99,300,8610.47294
-12.99,300,8611.710247
-12.99,300,8617.245474
-12.99,300,8618.468314
7.37,264,8619.672693
-12.99,300,8620.776562
-12.99,300,8622.006832
-12.99,300,8623.238046
-12.99,300,8624.472023
7.87,214,8625.655302
-12.99,300,8626.586305
-12.99,300,8627.818759
-12.99,300,8629.049948
-12.99,300,8630.286669
-12.99,300,8631.519073
-12.99,300,8632.755574
-12.99,300,8633.990342
-12.99,300,8635.217204
-12.99,300,8636.444015
-12.99,300,8637.666226
7.8,221,8638.850625
8.5,151,8639.715574
-12.99,300,8640.422829
-12.99,300,8641.658236
-12.99,300,8642.892056
-12.99,300,8644.122212
7.83,218,8645.302932
-12.99,300,8646.243436
-12.99,300,8647.4717
-12.99,300,8648.704108
-12.99,300,8649.938839
7.36,265,8651.144846
-12.99,300,8652.248327
-12.99,300,8653.470148
-12.99,300,8654.697181
7.26,275,8655.90581
-12.99,300,8657.044707
-12.99,300,8662.916271
-12.99,300,8664.171087
-12.99,300,8665.399485
-12.99,300,8666.627598
-12.99,300,8667.851144
-12.99,300,8669.077521
-12.99,300,8670.30434
-12.99,300,8671.557839
-12.99,300,8672.814114
-12.99,300,8674.077796
-12.99,300,8675.337438
8.74,127,8676.491614
-12.99,300,8677.134327
-12.99,300,8678.37277
-12.99,300,8679.600958
-12.99,300,8680.828035
-12.99,300,8682.060418
-12.99,300,8683.290239
-12.99,300,8684.521819
-12.99,300,8685.759739
-12.99,300,8686.9883
-12.99,300,8688.210612
-12.99,300,8689.433198
-12.99,300,8690.654591
7.37,264,8691.853557
7.12,289,8692.942044
-12.99,300,8694.129581
-12.99,300,8695.355339
-12.99,300,8696.579418
-12.99,300,8697.811954
-12.99,300,8699.037398
-12.99,300,8700.260962
-12.99,300,8701.484695
9.05,96,8702.596403
8.78,123,8703.004074
-12.99,300,8708.078994
-12.99,300,8709.310504
-12.99,300,8710.545397
-12.99,300,8711.77387
-12.99,300,8713.009279
-12.99,300,8714.23655
-12.99,300,8715.4988
-12.99,300,8716.75861
-12.99,300,8718.025345
-12.99,300,8719.291189
-12.99,300,8720.555581
-12.99,300,8721.819376
-12.99,300,8723.048091
-12.99,300,8724.273862
-12.99,300,8725.497559
7.43,258,8726.704697
-12.99,300,8727.787647
-12.99,300,8729.018472
-12.99,300,8730.242141
-12.99,300,8731.471456
-12.99,300,8732.696042
-12.99,300,8733.924802
7.61,240,8735.115127
-12.99,300,8736.130421
-12.99,300,8737.356344
-12.99,300,8738.583296
-12.99,300,8739.824054
-12.99,300,8741.056039
9.16,85,8742.156966
-12.99,300,8742.627112
-12.99,300,8743.858888
-12.99,300,8745.080687
-12.99,300,8746.307909
-12.99,300,8747.539736
7.8,221,8753.078765
-12.99,300,8754.029908
-12.99,300,8755.264324
-12.99,300,8756.50737
-12.99,300,8757.768793
-12.99,300,8759.026822
-12.99,300,8760.28611
-12.99,300,8761.546834
-12.99,300,8762.807698
-12.99,300,8764.064606
-12.99,300,8765.328418
-12.99,300,8766.588992
-12.99,300,8767.834823
-12.99,300,8769.06849
9.1,91,8770.176354
-12.99,300,8770.670557
-12.99,300,8771.89768
-12.99,300,8773.124545
-12.99,300,8774.354903
-12.99,300,8775.582254
-12.99,300,8776.838192
-12.99,300,8778.084617
-12.99,300,8779.343343
-12.99,300,8780.589294
-12.99,300,8781.816421
-12.99,300,8783.04207
-12.99,300,8784.269709
-12.99,300,8785.498368
-12.99,300,8786.73008
-12.99,300,8787.957712
-12.99,300,8789.182177
-12.99,300,8790.405236
-12.99,300,8791.625549
