#{"t_start": 1633894550.7794335, "env_id": null}
r,l,t
8.46,155,19694.410051
-12.99,300,19695.131514
-12.99,300,19696.361696
-12.99,300,19697.594228
9.13,88,19698.693621
8.84,117,19699.069494
-12.99,300,19699.657877
-12.99,300,19700.887986
-12.99,300,19702.12074
-12.99,300,19703.362304
-12.99,300,19704.629471
-12.99,300,19705.896217
-12.99,300,19707.162935
-12.99,300,19708.428978
8.59,142,19709.597516
-12.99,300,19710.293711
9.12,89,19711.431721
-12.99,300,19711.934779
-12.99,300,19717.5823
-12.99,300,19718.847413
-12.99,300,19720.111423
-12.99,300,19721.371722
8.83,118,19722.520621
-12.99,300,19723.126938
-12.99,300,19724.389101
-12.99,300,19725.651485
-12.99,300,19726.915958
-12.99,300,19728.175359
-12.99,300,19729.426419
-12.99,300,19730.649559
-12.99,300,19731.869867
-12.99,300,19733.121307
-12.99,300,19734.365164
-12.99,300,19735.615022
8.55,146,19736.76703
-12.99,300,19737.465681
-12.99,300,19738.689621
-12.99,300,19739.915447
-12.99,300,19741.13897
-12.99,300,19742.363568
-12.99,300,19743.59366
-12.99,300,19744.817786
8.61,140,19745.950503
-12.99,300,19746.615396
-12.99,300,19747.841924
-12.99,300,19749.070208
9.19,82,19750.175385
-12.99,300,19750.653645
-12.99,300,19751.916358
-12.99,300,19753.177495
7.53,248,19754.405574
-12.99,300,19755.48184
-12.99,300,19756.724286
-12.99,300,19762.423143
-12.99,300,19763.657687
-12.99,300,19764.902504
-12.99,300,19766.155602
-12.99,300,19767.378311
8.99,102,19768.48686
-12.99,300,19769.015552
7.84,217,19770.201545
-12.99,300,19771.139056
-12.99,300,19772.374274
-12.99,300,19773.608965
-12.99,300,19774.848223
-12.99,300,19776.083154
-12.99,300,19777.313381
-12.99,300,19778.543697
-12.99,300,19779.771086
-12.99,300,19780.994395
-12.99,300,19782.213851
-12.99,300,19783.434214
-12.99,300,19784.663836
-12.99,300,19785.887559
-12.99,300,19787.117492
-12.99,300,19788.342585
-12.99,300,19789.575359
-12.99,300,19790.800712
-12.99,300,19792.022082
-12.99,300,19793.256285
-12.99,300,19794.487084
-12.99,300,19795.714168
-12.99,300,19796.944983
-12.99,300,19798.20734
-12.99,300,19799.463499
-12.99,300,19800.723657
-12.99,300,19801.987359
-12.99,300,19803.246417
-12.99,300,19808.899793
-12.99,300,19810.16325
-12.99,300,19811.442798
-12.99,300,19812.713459
-12.99,300,19813.974779
-12.99,300,19815.200847
-12.99,300,19816.422189
-12.99,300,19817.651525
-12.99,300,19818.876918
-12.99,300,19820.105621
-12.99,300,19821.334248
8.64,137,19822.462064
-12.99,300,19823.114388
7.55,246,19824.309606
-12.99,300,19825.345777
-12.99,300,19826.571689
-12.99,300,19827.802742
-12.99,300,19829.033379
-12.99,300,19830.27639
-12.99,300,19831.505511
-12.99,300,19832.734514
-12.99,300,19833.966787
-12.99,300,19835.190149
-12.99,300,19836.417011
-12.99,300,19837.650632
7.84,217,19838.848041
-12.99,300,19839.791664
-12.99,300,19841.017747
-12.99,300,19842.244504
-12.99,300,19843.472982
-12.99,300,19844.698646
-12.99,300,19845.918202
-12.99,300,19847.148707
-12.99,300,19848.37556
-12.99,300,19853.666978
-12.99,300,19854.892436
-12.99,300,19856.120277
-12.99,300,19857.344717
-12.99,300,19858.569249
-12.99,300,19859.792915
-12.99,300,19861.014265
-12.99,300,19862.246995
-12.99,300,19863.473426
8.2,181,19864.631627
-12.99,300,19865.442538
-12.99,300,19866.677949
7.7,231,19867.894356
-12.99,300,19868.902959
-12.99,300,19870.149166
-12.99,300,19871.374169
-12.99,300,19872.599122
-12.99,300,19873.847463
-12.99,300,19875.108892
-12.99,300,19876.369826
-12.99,300,19877.625884
-12.99,300,19878.885686
-12.99,300,19880.145352
-12.99,300,19881.408584
-12.99,300,19882.666212
-12.99,300,19883.921897
-12.99,300,19885.185546
-12.99,300,19886.445423
-12.99,300,19887.70766
8.26,175,19888.884108
-12.99,300,19889.693916
-12.99,300,19890.926007
-12.99,300,19892.153398
-12.99,300,19893.379846
-12.99,300,19898.974155
-12.99,300,19900.196562
8.3,171,19901.343711
-12.99,300,19902.117321
-12.99,300,19903.347269
8.57,144,19904.490171
-12.99,300,19905.173804
8.05,196,19906.355011
-12.99,300,19907.237612
-12.99,300,19908.505945
-12.99,300,19909.765502
-12.99,300,19911.006418
8.96,105,19912.123669
-12.99,300,19912.669119
-12.99,300,19913.894964
-12.99,300,19915.13065
-12.99,300,19916.385185
-12.99,300,19917.649438
-12.99,300,19918.918193
-12.99,300,19920.176173
-12.99,300,19921.436651
-12.99,300,19922.711826
-12.99,300,19923.973183
8.65,136,19925.13291
-12.99,300,19925.80068
-12.99,300,19927.05954
-12.99,300,19928.316031
-12.99,300,19929.576072
8.9,111,19930.722731
-12.99,300,19931.30266
-12.99,300,19932.562124
-12.99,300,19933.822013
-12.99,300,19935.081438
-12.99,300,19936.376516
-12.99,300,19937.610681
-12.99,300,19938.842378
-12.99,300,19940.068604
9.11,90,19941.20486
-12.99,300,19946.053067
-12.99,300,19947.279254
-12.99,300,19948.500227
-12.99,300,19949.724543
-12.99,300,19950.971598
-12.99,300,19952.238484
-12.99,300,19953.494271
-12.99,300,19954.753767
8.79,122,19955.911334
-12.99,300,19956.514714
-12.99,300,19957.739857
-12.99,300,19958.964911
8.03,198,19960.127845
-12.99,300,19960.999893
7.56,245,19962.198711
-12.99,300,19963.231086
-12.99,300,19964.456356
-12.99,300,19965.686168
-12.99,300,19966.931982
-12.99,300,19968.18544
8.32,169,19969.355763
-12.99,300,19970.138271
-12.99,300,19971.406718
-12.99,300,19972.671432
7.63,238,19973.896064
-12.99,300,19974.939985
-12.99,300,19976.202348
-12.99,300,19977.470104
-12.99,300,19978.733871
-12.99,300,19979.993279
-12.99,300,19981.250412
-12.99,300,19982.511905
-12.99,300,19983.774637
-12.99,300,19985.038887
-12.99,300,19986.311717
-12.99,300,19991.983578
-12.99,300,19993.254557
-12.99,300,19994.516011
-12.99,300,19995.776653
-12.99,300,19997.026904
-12.99,300,19998.250156
-12.99,300,19999.464395
-12.99,300,20000.686364
-12.99,300,20001.914619
-12.99,300,20003.157876
-12.99,300,20004.406291
-12.99,300,20005.65796
-12.99,300,20006.901674
-12.99,300,20008.161863
-12.99,300,20009.42871
-12.99,300,20010.693542
-12.99,300,20011.955329
8.67,134,20013.113717
-12.99,300,20013.773687
-12.99,300,20015.040073
-12.99,300,20016.305055
-12.99,300,20017.570768
-12.99,300,20018.840195
-12.99,300,20020.10922
8.6,141,20021.278598
-12.99,300,20021.968968
-12.99,300,20023.231368
7.87,214,20024.443734
-12.99,300,20025.394801
-12.99,300,20026.652283
-12.99,300,20027.872636
-12.99,300,20029.098731
-12.99,300,20030.349328
-12.99,300,20031.580793
-12.99,300,20037.10217
-12.99,300,20038.328916
-12.99,300,20039.555954
-12.99,300,20040.779364
8.98,103,20041.888366
-12.99,300,20042.432409
-12.99,300,20043.686875
7.93,208,20044.889184
-12.99,300,20045.817026
-12.99,300,20047.075693
-12.99,300,20048.317458
-12.99,300,20049.547494
-12.99,300,20050.776264
-12.99,300,20052.001954
-12.99,300,20053.229073
-12.99,300,20054.457951
-12.99,300,20055.67529
-12.99,300,20056.896846
-12.99,300,20058.124032
-12.99,300,20059.345973
-12.99,300,20060.572335
-12.99,300,20061.803922
-12.99,300,20063.025013
-12.99,300,20064.242768
-12.99,300,20065.464828
-12.99,300,20066.687266
8.63,138,20067.812197
-12.99,300,20068.467759
-12.99,300,20069.706049
-12.99,300,20070.934953
-12.99,300,20072.162783
-12.99,300,20073.38778
-12.99,300,20074.614723
-12.99,300,20075.844007
-12.99,300,20077.076069
-12.99,300,20082.608516
9.0,101,20083.715746
-12.99,300,20084.249652
8.67,134,20085.373001
-12.99,300,20086.017118
-12.99,300,20087.25013
-12.99,300,20088.489203
-12.99,300,20089.71561
-12.99,300,20090.945639
-12.99,300,20092.167637
-12.99,300,20093.418833
-12.99,300,20094.687261
-12.99,300,20095.918396
-12.99,300,20097.136595
-12.99,300,20098.355255
-12.99,300,20099.572917
-12.99,300,20100.790351
-12.99,300,20102.009552
-12.99,300,20103.229589
-12.99,300,20104.453279
7.5,251,20105.646433
-12.99,300,20106.694921
-12.99,300,20107.917049
-12.99,300,20109.136195
8.8,121,20110.250871
-12.99,300,20110.848306
-12.99,300,20112.074825
-12.99,300,20113.297923
7.11,290,20114.517095
-12.99,300,20115.701009
-12.99,300,20116.923481
8.54,147,20118.05888
-12.99,300,20118.753474
7.26,275,20119.972683
-12.99,300,20121.138736
-12.99,300,20122.394576
-12.99,300,20128.158297
-12.99,300,20129.384814
-12.99,300,20130.609724
-12.99,300,20131.830262
7.36,265,20133.031933
7.25,276,20134.121225
-12.99,300,20135.269153
7.87,214,20136.4434
-12.99,300,20137.362829
-12.99,300,20138.583464
-12.99,300,20139.805928
-12.99,300,20141.030658
-12.99,300,20142.282168
-12.99,300,20143.544273
-12.99,300,20144.809075
-12.99,300,20146.07218
-12.99,300,20147.330286
-12.99,300,20148.59634
-12.99,300,20149.855943
-12.99,300,20151.120735
8.18,183,20152.309806
-12.99,300,20153.148893
8.62,139,20154.293936
-12.99,300,20154.954507
-12.99,300,20156.174498
-12.99,300,20157.417195
-12.99,300,20158.671664
-12.99,300,20159.927499
-12.99,300,20161.190782
-12.99,300,20162.450326
-12.99,300,20163.70944
-12.99,300,20164.971692
7.18,283,20166.211426
-12.99,300,20167.375923
-12.99,300,20168.592975
-12.99,300,20174.133135
-12.99,300,20175.363042
-12.99,300,20176.582789
-12.99,300,20177.802201
-12.99,300,20179.033455
7.55,246,20180.24311
-12.99,300,20181.306102
-12.99,300,20182.544004
-12.99,300,20183.774056
-12.99,300,20184.999115
-12.99,300,20186.223108
-12.99,300,20187.452912
-12.99,300,20188.677823
7.34,267,20189.883026
-12.99,300,20190.993651
-12.99,300,20192.218101
-12.99,300,20193.44257
-12.99,300,20194.665096
-12.99,300,20195.890448
8.42,159,20197.042126
-12.99,300,20197.780874
-12.99,300,20199.008439
-12.99,300,20200.234484
-12.99,300,20201.462343
7.23,278,20202.675078
-12.99,300,20203.824665
-12.99,300,20205.049623
-12.99,300,20206.274528
8.73,128,20207.391891
-12.99,300,20208.019167
-12.99,300,20209.264253
-12.99,300,20210.519764
-12.99,300,20211.743496
-12.99,300,20212.969978
-12.99,300,20214.207742
-12.99,300,20219.983299
8.38,163,20221.161196
-12.99,300,20221.933013
-12.99,300,20223.194354
-12.99,300,20224.460379
-12.99,300,20225.716304
-12.99,300,20226.973856
-12.99,300,20228.232525
-12.99,300,20229.499095
-12.99,300,20230.759499
-12.99,300,20232.02218
-12.99,300,20233.285127
-12.99,300,20234.555841
-12.99,300,20235.857085
7.85,216,20237.095584
-12.99,300,20238.054466
-12.99,300,20239.346738
8.03,198,20240.548863
-12.99,300,20241.4694
-12.99,300,20242.728253
-12.99,300,20243.987686
-12.99,300,20245.245448
-12.99,300,20246.505921
8.2,181,20247.692048
-12.99,300,20248.527398
-12.99,300,20249.787404
-12.99,300,20251.049741
7.19,282,20252.297982
-12.99,300,20253.498089
-12.99,300,20254.76082
-12.99,300,20256.018193
-12.99,300,20257.274122
-12.99,300,20258.53548
7.62,239,20259.758307
-12.99,300,20260.797899
-12.99,300,20266.353697
-12.99,300,20267.613486
-12.99,300,20268.873593
-12.99,300,20270.129856
-12.99,300,20271.359057
-12.99,300,20272.583681
-12.99,300,20273.80881
-12.99,300,20275.026644
-12.99,300,20276.253212
-12.99,300,20277.476881
7.7,231,20278.664113
-12.99,300,20279.64854
-12.99,300,20280.86993
-12.99,300,20282.092425
8.21,180,20283.240183
-12.99,300,20284.047481
-12.99,300,20285.269972
8.79,122,20286.391199
-12.99,300,20286.992871
-12.99,300,20288.218603
-12.99,300,20289.445512
-12.99,300,20290.67194
-12.99,300,20291.899415
-12.99,300,20293.125804
-12.99,300,20294.345256
-12.99,300,20295.564521
7.89,212,20296.73138
-12.99,300,20297.650354
7.58,243,20298.859298
-12.99,300,20299.913444
-12.99,300,20301.164114
-12.99,300,20302.411334
-12.99,300,20303.66046
7.63,238,20304.874531
8.09,192,20305.848005
-12.99,300,20311.053736
-12.99,300,20312.31756
-12.99,300,20313.581815
-12.99,300,20314.843833
-12.99,300,20316.107921
-12.99,300,20317.373378
-12.99,300,20318.637167
-12.99,300,20319.89646
-12.99,300,20321.131358
-12.99,300,20322.359613
-12.99,300,20323.590658
8.93,108,20324.705187
-12.99,300,20325.259806
-12.99,300,20326.524955
-12.99,300,20327.762228
-12.99,300,20328.986805
-12.99,300,20330.242477
-12.99,300,20331.490421
-12.99,300,20332.727237
-12.99,300,20333.952753
-12.99,300,20335.175032
7.43,258,20336.373318
7.32,269,20337.430448
8.56,145,20338.45622
-12.99,300,20339.136845
8.06,195,20340.297028
7.55,246,20341.12196
-12.99,300,20342.156336
-12.99,300,20343.384379
-12.99,300,20344.616584
-12.99,300,20345.843741
-12.99,300,20347.0671
-12.99,300,20348.288512
-12.99,300,20349.516796
7.69,232,20350.72918
-12.99,300,20351.743222
-12.99,300,20357.360421
-12.99,300,20358.61586
-12.99,300,20359.854032
-12.99,300,20361.076076
-12.99,300,20362.312449
-12.99,300,20363.541101
-12.99,300,20364.769988
-12.99,300,20366.000669
-12.99,300,20367.263953
-12.99,300,20368.521285
7.19,282,20369.771509
-12.99,300,20370.969516
-12.99,300,20372.227627
-12.99,300,20373.485783
-12.99,300,20374.74607
-12.99,300,20376.004536
-12.99,300,20377.261749
-12.99,300,20378.491143
7.47,254,20379.684224
9.22,79,20380.617669
-12.99,300,20381.069127
-12.99,300,20382.298488
-12.99,300,20383.521787
-12.99,300,20384.744684
-12.99,300,20385.968155
-12.99,300,20387.209975
-12.99,300,20388.470043
-12.99,300,20389.729456
-12.99,300,20390.990605
-12.99,300,20392.2356
-12.99,300,20393.466257
-12.99,300,20394.692131
-12.99,300,20395.917086
-12.99,300,20397.138072
-12.99,300,20402.519941
-12.99,300,20403.754835
7.97,204,20404.941151
-12.99,300,20405.843278
8.67,134,20406.995432
-12.99,300,20407.655019
-12.99,300,20408.913584
8.48,153,20410.083886
-12.99,300,20410.815886
-12.99,300,20412.075055
-12.99,300,20413.334415
-12.99,300,20414.595118
-12.99,300,20415.85768
9.45,56,20416.976551
8.94,107,20417.238615
-12.99,300,20417.790928
-12.99,300,20419.019322
-12.99,300,20420.246331
-12.99,300,20421.471017
-12.99,300,20422.692132
-12.99,300,20423.909122
-12.99,300,20425.128065
-12.99,300,20426.352137
-12.99,300,20427.578015
-12.99,300,20428.802687
8.7,131,20429.930031
-12.99,300,20430.564126
-12.99,300,20431.788121
-12.99,300,20433.02117
-12.99,300,20434.285495
-12.99,300,20435.548648
8.59,142,20436.712749
-12.99,300,20437.406955
8.41,160,20438.581731
-12.99,300,20439.335676
-12.99,300,20440.596541
-12.99,300,20441.854242
-12.99,300,20443.113139
-12.99,300,20448.679225
-12.99,300,20449.941263
-12.99,300,20451.1884
-12.99,300,20452.41881
-12.99,300,20453.653645
-12.99,300,20454.878587
-12.99,300,20456.103323
-12.99,300,20457.328069
-12.99,300,20458.557765
-12.99,300,20459.78696
-12.99,300,20461.019213
-12.99,300,20462.247092
-12.99,300,20463.478475
-12.99,300,20464.713489
-12.99,300,20465.946567
-12.99,300,20467.175314
8.37,164,20468.325188
-12.99,300,20469.076174
-12.99,300,20470.306667
-12.99,300,20471.544914
-12.99,300,20472.774716
-12.99,300,20474.004247
-12.99,300,20475.23592
-12.99,300,20476.462428
-12.99,300,20477.685738
-12.99,300,20478.90121
-12.99,300,20480.126739
-12.99,300,20481.362737
-12.99,300,20482.611339
8.63,138,20483.766204
-12.99,300,20484.439973
9.47,54,20485.537804
-12.99,300,20485.908164
-12.99,300,20487.151325
-12.99,300,20488.394855
-12.99,300,20494.121827
-12.99,300,20495.383223
-12.99,300,20496.641706
-12.99,300,20497.902379
-12.99,300,20499.158406
-12.99,300,20500.415777
-12.99,300,20501.675004
-12.99,300,20502.935968
-12.99,300,20504.200256
-12.99,300,20505.463811
-12.99,300,20506.7243
-12.99,300,20507.988786
-12.99,300,20509.251629
-12.99,300,20510.499092
-12.99,300,20511.739357
-12.99,300,20512.962886
-12.99,300,20514.191278
-12.99,300,20515.418359
-12.99,300,20516.643213
-12.99,300,20517.867459
-12.99,300,20519.088384
-12.99,300,20520.310432
-12.99,300,20521.532878
-12.99,300,20522.758916
8.79,122,20523.875897
-12.99,300,20524.477947
-12.99,300,20525.709204
-12.99,300,20526.953926
9.43,58,20528.040881
-12.99,300,20528.422347
-12.99,300,20529.649692
-12.99,300,20530.874221
-12.99,300,20532.095677
-12.99,300,20533.317155
-12.99,300,20534.540925
-12.99,300,20540.033987
-12.99,300,20541.303874
8.13,188,20542.495034
-12.99,300,20543.359683
7.27,274,20544.594
-12.99,300,20545.72726
-12.99,300,20546.947881
-12.99,300,20548.167362
-12.99,300,20549.387835
-12.99,300,20550.611007
-12.99,300,20551.8338
-12.99,300,20553.053551
-12.99,300,20554.271955
-12.99,300,20555.498349
-12.99,300,20556.721814
-12.99,300,20557.943835
-12.99,300,20559.16671
-12.99,300,20560.391556
8.86,115,20561.508425
-12.99,300,20562.089579
-12.99,300,20563.318848
-12.99,300,20564.544506
8.51,150,20565.689756
-12.99,300,20566.404974
-12.99,300,20567.647569
-12.99,300,20568.909752
-12.99,300,20570.150392
7.9,211,20571.324466
-12.99,300,20572.243443
-12.99,300,20573.475473
-12.99,300,20574.702663
8.42,159,20575.849252
-12.99,300,20576.58116
-12.99,300,20577.809372
-12.99,300,20579.035715
8.3,171,20580.18703
-12.99,300,20585.130194
-12.99,300,20586.3521
-12.99,300,20587.571438
-12.99,300,20588.79458
7.76,225,20589.977717
-12.99,300,20590.939633
-12.99,300,20592.16081
7.73,228,20593.341054
-12.99,300,20594.312073
-12.99,300,20595.540481
-12.99,300,20596.762788
-12.99,300,20597.984515
-12.99,300,20599.232908
-12.99,300,20600.486813
-12.99,300,20601.746146
-12.99,300,20603.003742
-12.99,300,20604.26322
-12.99,300,20605.528648
-12.99,300,20606.788095
8.65,136,20607.945265
-12.99,300,20608.617802
-12.99,300,20609.874939
-12.99,300,20611.135232
-12.99,300,20612.394641
8.46,155,20613.56425
-12.99,300,20614.304343
-12.99,300,20615.560928
8.48,153,20616.739388
9.3,71,20617.326723
-12.99,300,20617.755093
-12.99,300,20618.978275
-12.99,300,20620.194841
-12.99,300,20621.415379
8.13,188,20622.569357
-12.99,300,20623.399341
-12.99,300,20624.619777
-12.99,300,20629.972787
7.62,239,20631.157072
-12.99,300,20632.163723
-12.99,300,20633.382512
-12.99,300,20634.603889
-12.99,300,20635.835291
-12.99,300,20637.066908
-12.99,300,20638.293952
-12.99,300,20639.52445
-12.99,300,20640.752278
-12.99,300,20641.978171
-12.99,300,20643.200743
-12.99,300,20644.425701
-12.99,300,20645.65956
-12.99,300,20646.904658
-12.99,300,20648.166683
7.85,216,20649.357786
-12.99,300,20650.286896
-12.99,300,20651.509021
-12.99,300,20652.734722
-12.99,300,20653.967489
-12.99,300,20655.198735
-12.99,300,20656.423458
-12.99,300,20657.652659
-12.99,300,20658.876433
-12.99,300,20660.099289
-12.99,300,20661.318671
-12.99,300,20662.542071
7.62,239,20663.733053
8.3,171,20664.668455
7.57,244,20665.410008
7.2,281,20666.428129
7.24,277,20667.574793
-12.99,300,20668.721039
-12.99,300,20669.945238
8.66,135,20671.0746
-12.99,300,20676.095254
-12.99,300,20677.345387
-12.99,300,20678.594728
-12.99,300,20679.840586
-12.99,300,20681.083824
-12.99,300,20682.337412
8.48,153,20683.507308
-12.99,300,20684.238114
8.74,127,20685.392312
7.62,239,20685.991598
8.56,145,20686.925014
-12.99,300,20687.607185
-12.99,300,20688.83154
-12.99,300,20690.067122
-12.99,300,20691.293871
-12.99,300,20692.513054
-12.99,300,20693.734165
8.5,151,20694.866406
-12.99,300,20695.567071
-12.99,300,20696.786711
8.08,193,20697.949919
-12.99,300,20698.796821
-12.99,300,20700.021582
-12.99,300,20701.243655
-12.99,300,20702.46853
-12.99,300,20703.689559
-12.99,300,20704.913726
-12.99,300,20706.143413
7.5,251,20707.33694
-12.99,300,20708.392321
-12.99,300,20709.622617
-12.99,300,20710.844185
-12.99,300,20712.069619
-12.99,300,20713.299248
-12.99,300,20714.527445
-12.99,300,20715.754527
-12.99,300,20721.250876
-12.99,300,20722.470344
7.88,213,20723.652316
-12.99,300,20724.574136
-12.99,300,20725.824985
-12.99,300,20727.089845
-12.99,300,20728.350648
-12.99,300,20729.608752
-12.99,300,20730.877048
-12.99,300,20732.137079
-12.99,300,20733.397185
8.68,133,20734.557876
-12.99,300,20735.22075
-12.99,300,20736.481677
-12.99,300,20737.718457
-12.99,300,20738.945701
-12.99,300,20740.168041
-12.99,300,20741.384494
8.08,193,20742.544373
8.32,169,20743.315802
-12.99,300,20744.079106
-12.99,300,20745.303495
-12.99,300,20746.525769
-12.99,300,20747.746145
-12.99,300,20748.971306
-12.99,300,20750.192779
-12.99,300,20751.414903
-12.99,300,20752.634932
-12.99,300,20753.856695
-12.99,300,20755.076566
-12.99,300,20756.299592
-12.99,300,20757.527869
-12.99,300,20758.751792
8.73,128,20759.875445
-12.99,300,20760.499743
-12.99,300,20765.969513
8.26,175,20767.120371
7.74,227,20767.864747
-12.99,300,20768.832732
-12.99,300,20770.059031
-12.99,300,20771.323827
7.46,255,20772.519938
-12.99,300,20773.588048
-12.99,300,20774.812168
-12.99,300,20776.058528
-12.99,300,20777.305231
-12.99,300,20778.563417
8.26,175,20779.748058
-12.99,300,20780.557214
-12.99,300,20781.780808
-12.99,300,20783.00091
-12.99,300,20784.218845
-12.99,300,20785.441034
-12.99,300,20786.671477
-12.99,300,20787.915537
7.31,270,20789.143345
-12.99,300,20790.288336
-12.99,300,20791.553786
-12.99,300,20792.817051
-12.99,300,20794.082172
-12.99,300,20795.34607
8.91,110,20796.4934
-12.99,300,20797.067866
-12.99,300,20798.32794
-12.99,300,20799.593033
-12.99,300,20800.856079
-12.99,300,20802.118426
-12.99,300,20803.378388
-12.99,300,20804.642501
-12.99,300,20805.902557
-12.99,300,20807.164565
-12.99,300,20812.813876
7.01,300,20814.078788
-12.99,300,20815.32543
-12.99,300,20816.554341
8.37,164,20817.708247
-12.99,300,20818.463022
-12.99,300,20819.688827
-12.99,300,20820.917532
-12.99,300,20822.145442
-12.99,300,20823.368708
-12.99,300,20824.589528
-12.99,300,20825.81082
-12.99,300,20827.030599
-12.99,300,20828.250489
8.18,183,20829.406413
8.11,190,20830.16953
-12.99,300,20831.02752
-12.99,300,20832.262965
-12.99,300,20833.487084
-12.99,300,20834.710304
-12.99,300,20835.981478
8.3,171,20837.136577
-12.99,300,20837.912519
-12.99,300,20839.133426
-12.99,300,20840.374753
-12.99,300,20841.659545
-12.99,300,20842.915466
-12.99,300,20844.166895
7.54,247,20845.378042
-12.99,300,20846.442625
-12.99,300,20847.700348
-12.99,300,20848.926993
-12.99,300,20850.150103
-12.99,300,20851.374155
-12.99,300,20852.598912
8.58,143,20858.276516
-12.99,300,20858.975591
8.03,198,20860.173152
-12.99,300,20861.067179
-12.99,300,20862.328197
-12.99,300,20863.562256
-12.99,300,20864.790557
-12.99,300,20866.016386
-12.99,300,20867.240646
-12.99,300,20868.464331
-12.99,300,20869.688802
-12.99,300,20870.911885
-12.99,300,20872.144694
-12.99,300,20873.368929
7.7,231,20874.550077
-12.99,300,20875.528566
-12.99,300,20876.753267
-12.99,300,20877.972724
-12.99,300,20879.193669
-12.99,300,20880.416644
-12.99,300,20881.638026
-12.99,300,20882.859769
-12.99,300,20884.08075
-12.99,300,20885.316174
-12.99,300,20886.566147
-12.99,300,20887.827278
9.26,75,20888.925986
-12.99,300,20889.368076
-12.99,300,20890.597888
-12.99,300,20891.822715
-12.99,300,20893.058479
-12.99,300,20894.302628
-12.99,300,20895.548317
-12.99,300,20896.789559
-12.99,300,20898.021159
8.0,201,20903.603356
-12.99,300,20904.485857
-12.99,300,20905.708238
-12.99,300,20906.9441
8.11,190,20908.129493
-12.99,300,20908.993333
-12.99,300,20910.260465
-12.99,300,20911.531146
-12.99,300,20912.793868
-12.99,300,20914.036635
8.34,167,20915.183654
-12.99,300,20915.941728
-12.99,300,20917.182116
-12.99,300,20918.425076
-12.99,300,20919.654364
-12.99,300,20920.884155
-12.99,300,20922.112599
-12.99,300,20923.340424
-12.99,300,20924.567354
-12.99,300,20925.794094
-12.99,300,20927.020277
-12.99,300,20928.244381
-12.99,300,20929.470072
-12.99,300,20930.699687
-12.99,300,20931.927508
-12.99,300,20933.153993
-12.99,300,20934.38015
-12.99,300,20935.609617
-12.99,300,20936.838774
-12.99,300,20938.070792
-12.99,300,20939.300673
7.33,268,20940.512547
-12.99,300,20941.627453
9.14,87,20942.728283
-12.99,300,20943.205844
-12.99,300,20948.718783
-12.99,300,20949.954811
-12.99,300,20951.204065
-12.99,300,20952.454799
-12.99,300,20953.706671
-12.99,300,20954.949976
-12.99,300,20956.195849
-12.99,300,20957.437045
-12.99,300,20958.682652
-12.99,300,20959.93024
-12.99,300,20961.175055
-12.99,300,20962.42175
-12.99,300,20963.67482
-12.99,300,20964.920601
-12.99,300,20966.167306
-12.99,300,20967.409114
-12.99,300,20968.652208
-12.99,300,20969.898374
-12.99,300,20971.144885
-12.99,300,20972.386562
-12.99,300,20973.642854
-12.99,300,20974.902627
8.19,182,20976.088378
-12.99,300,20976.921501
-12.99,300,20978.181447
-12.99,300,20979.438518
-12.99,300,20980.698624
-12.99,300,20981.959058
7.82,219,20983.174822
8.6,141,20984.047263
-12.99,300,20984.734435
-12.99,300,20985.997689
7.43,258,20987.233768
-12.99,300,20988.342998
-12.99,300,20989.584807
-12.99,300,20995.090535
-12.99,300,20996.318481
-12.99,300,20997.547027
-12.99,300,20998.771842
7.74,227,20999.955491
-12.99,300,21000.927349
-12.99,300,21002.148817
-12.99,300,21003.37441
8.75,126,21004.49692
-12.99,300,21005.113679
-12.99,300,21006.340241
-12.99,300,21007.562938
-12.99,300,21008.787699
-12.99,300,21010.010915
-12.99,300,21011.236837
-12.99,300,21012.470649
-12.99,300,21013.73549
-12.99,300,21014.993436
-12.99,300,21016.252759
-12.99,300,21017.505917
-12.99,300,21018.753971
8.37,164,21019.906581
-12.99,300,21020.656496
-12.99,300,21021.885466
-12.99,300,21023.110963
-12.99,300,21024.336525
-12.99,300,21025.557673
-12.99,300,21026.785015
-12.99,300,21028.005696
-12.99,300,21029.242147
-12.99,300,21030.472926
-12.99,300,21031.703982
-12.99,300,21032.935627
-12.99,300,21034.168684
-12.99,300,21039.812623
-12.99,300,21041.042136
-12.99,300,21042.275121
-12.99,300,21043.502809
7.26,275,21044.71741
-12.99,300,21045.856718
-12.99,300,21047.079379
-12.99,300,21048.302722
9.33,68,21049.387537
-12.99,300,21049.800981
-12.99,300,21051.025749
-12.99,300,21052.272388
-12.99,300,21053.531472
7.17,284,21054.784033
-12.99,300,21055.985492
-12.99,300,21057.244326
7.99,202,21058.443376
-12.99,300,21059.352175
-12.99,300,21060.611974
-12.99,300,21061.872184
-12.99,300,21063.127849
-12.99,300,21064.379687
-12.99,300,21065.610202
-12.99,300,21066.836611
-12.99,300,21068.061305
-12.99,300,21069.291861
-12.99,300,21070.520628
9.25,76,21071.616207
8.42,159,21071.976135
-12.99,300,21072.713306
-12.99,300,21073.94979
-12.99,300,21075.204793
9.21,80,21076.331717
-12.99,300,21076.799076
8.06,195,21077.99409
-12.99,300,21078.877254
7.4,261,21080.118545
8.17,184,21081.167336
-12.99,300,21086.44984
-12.99,300,21087.709983
8.36,165,21088.856261
-12.99,300,21089.608184
-12.99,300,21090.839878
-12.99,300,21092.065943
-12.99,300,21093.290572
-12.99,300,21094.52165
